provinces,annees,trimestres,indicateurs,cibles,sexes,tranches_ages,Valeur,period
Mai-Ndombe,2021,T2,Nombre de clients testés,Population Générale,Féminin,25 à 49 ans,98,2021-T2
Mai-Ndombe,2021,T3,Nombre de clients testés,Population Générale,Féminin,20 à 24 ans,57,2021-T3
Mai-Ndombe,2021,T4,Nombre de clients testés,Population Générale,Féminin,25 à 49 ans,114,2021-T4
Mai-Ndombe,2021,T2,Nombre de clients testés,Population Générale,Masculin,20 à 24 ans,87,2021-T2
Mai-Ndombe,2021,T2,Nombre de clients testés,Population Générale,Masculin,10 à 14 ans,9,2021-T2
Mai-Ndombe,2021,T4,Nombre de clients testés,Population Générale,Féminin,20 à 24 ans,84,2021-T4
Mai-Ndombe,2021,T3,Nombre de clients testés,Population Générale,Masculin,25 à 49 ans,97,2021-T3
Mai-Ndombe,2021,T1,Nombre de clients testés,Population Générale,Féminin,20 à 24 ans,114,2021-T1
Mai-Ndombe,2021,T1,Nombre de clients testés,Population Générale,Masculin,10 à 14 ans,9,2021-T1
Mai-Ndombe,2021,T4,Nombre de clients testés,Population Générale,Féminin,15 à 19 ans,26,2021-T4
Mai-Ndombe,2021,T2,Nombre de clients testés,Population Générale,Féminin,15 à 19 ans,99,2021-T2
Mai-Ndombe,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,20 à 24 ans,1,2021-T1
Mai-Ndombe,2021,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,25 à 49 ans,2,2021-T4
Mai-Ndombe,2021,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,25 à 49 ans,4,2021-T3
Mai-Ndombe,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,25 à 49 ans,2,2021-T1
Mai-Ndombe,2021,T2,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,25 à 49 ans,2,2021-T2
Mai-Ndombe,2021,T3,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,25 à 49 ans,8,2021-T3
Mai-Ndombe,2021,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,20 à 24 ans,2,2021-T4
Mai-Ndombe,2021,T2,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,25 à 49 ans,2,2021-T2
Mai-Ndombe,2021,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,25 à 49 ans,3,2021-T4
Mai-Ndombe,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Masculin,20 à 24 ans,221,2021-T4
Mai-Ndombe,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Féminin,10 à 14 ans,36,2021-T4
Mai-Ndombe,2021,T3,Nombre de PVVIH sous TAR,Population Générale,Masculin,< 10 ans,5,2021-T3
Mai-Ndombe,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Féminin,20 à 24 ans,234,2021-T4
Mai-Ndombe,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,10 à 14 ans,34,2021-T1
Mai-Ndombe,2021,T2,Nombre de PVVIH sous TAR,Population Générale,Féminin,25 à 49 ans,674,2021-T2
Mai-Ndombe,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,25 à 49 ans,354,2021-T1
Mai-Ndombe,2021,T3,Nombre de PVVIH sous TAR,Population Générale,Féminin,< 10 ans,7,2021-T3
Mai-Ndombe,2021,T2,Nombre de PVVIH sous TAR,Population Générale,Féminin,10 à 14 ans,36,2021-T2
Mai-Ndombe,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Féminin,25 à 49 ans,663,2021-T4
Mai-Ndombe,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,20 à 24 ans,208,2021-T1
Mai-Ndombe,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Masculin,25 à 49 ans,372,2021-T4
Mai-Ndombe,2021,T3,Nombre de PVVIH sous TAR,Population Générale,Masculin,20 à 24 ans,172,2021-T3
Mai-Ndombe,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,10 à 14 ans,15,2021-T1
Mai-Ndombe,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Masculin,< 10 ans,6,2021-T4
Mai-Ndombe,2021,T2,Nombre de PVVIH sous TAR,Population Générale,Masculin,< 10 ans,4,2021-T2
Mai-Ndombe,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Féminin,< 10 ans,8,2021-T4
Mai-Ndombe,2021,T3,Nombre de PVVIH sous TAR,Population Générale,Féminin,10 à 14 ans,28,2021-T3
Mai-Ndombe,2021,T3,Nombre de PVVIH sous TAR,Population Générale,Féminin,25 à 49 ans,658,2021-T3
Mai-Ndombe,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,20 à 24 ans,173,2021-T1
Mai-Ndombe,2021,T2,Nombre de PVVIH sous TAR,Population Générale,Féminin,< 10 ans,6,2021-T2
Mai-Ndombe,2021,T2,Nombre de PVVIH sous TAR,Population Générale,Masculin,25 à 49 ans,368,2021-T2
Mai-Ndombe,2021,T2,Nombre de PVVIH sous TAR,Population Générale,Masculin,20 à 24 ans,189,2021-T2
Mai-Ndombe,2021,T3,Nombre de PVVIH sous TAR,Population Générale,Masculin,10 à 14 ans,14,2021-T3
Mai-Ndombe,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,< 10 ans,4,2021-T1
Mai-Ndombe,2021,T3,Nombre de PVVIH sous TAR,Population Générale,Masculin,25 à 49 ans,356,2021-T3
Mai-Ndombe,2021,T3,Nombre de PVVIH sous TAR,Population Générale,Féminin,20 à 24 ans,214,2021-T3
Mai-Ndombe,2021,T2,Nombre de PVVIH sous TAR,Population Générale,Féminin,20 à 24 ans,228,2021-T2
Mai-Ndombe,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Masculin,10 à 14 ans,17,2021-T4
Mai-Ndombe,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,25 à 49 ans,656,2021-T1
Mai-Ndombe,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,< 10 ans,6,2021-T1
Mai-Ndombe,2021,T2,Nombre de PVVIH sous TAR,Population Générale,Masculin,10 à 14 ans,17,2021-T2
Sud-Ubangi,2021,T4,Nombre de clients testés,Population Générale,Féminin,20 à 24 ans,15638,2021-T4
Sud-Ubangi,2021,T4,Nombre de clients testés,Population Générale,Masculin,25 à 49 ans,12613,2021-T4
Sud-Ubangi,2021,T4,Nombre de clients testés,Population Générale,Masculin,15 à 19 ans,9421,2021-T4
Sud-Ubangi,2021,T4,Nombre de clients testés,Population Générale,Féminin,15 à 19 ans,6712,2021-T4
Sud-Ubangi,2021,T4,Nombre de clients testés,Population Générale,Masculin,20 à 24 ans,26215,2021-T4
Sud-Ubangi,2021,T4,Nombre de clients testés,Population Générale,Masculin,>= 50 ans,959,2021-T4
Sud-Ubangi,2021,T4,Nombre de clients testés,Population Générale,Féminin,>= 50 ans,5082,2021-T4
Sud-Ubangi,2021,T4,Nombre de clients testés,Population Générale,Féminin,25 à 49 ans,11121,2021-T4
Sud-Ubangi,2021,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,20 à 24 ans,75,2021-T4
Sud-Ubangi,2021,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,20 à 24 ans,81,2021-T4
Sud-Ubangi,2021,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,25 à 49 ans,68,2021-T4
Sud-Ubangi,2021,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,25 à 49 ans,34,2021-T4
Sud-Ubangi,2021,T4,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,>= 50 ans,73,2021-T4
Sud-Ubangi,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Masculin,>= 50 ans,372,2021-T4
Sud-Ubangi,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Féminin,20 à 24 ans,823,2021-T4
Sud-Ubangi,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Féminin,25 à 49 ans,1212,2021-T4
Sud-Ubangi,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Masculin,25 à 49 ans,702,2021-T4
Sud-Ubangi,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Féminin,15 à 19 ans,357,2021-T4
Sud-Ubangi,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Féminin,>= 50 ans,526,2021-T4
Sud-Ubangi,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Masculin,15 à 19 ans,263,2021-T4
Sud-Ubangi,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Masculin,20 à 24 ans,608,2021-T4
Kasaï-Central,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Masculin,10 à 14 ans,94,2021-T4
Kasaï-Central,2021,T4,Nombre de PVVIH sous TAR,Population Générale,Féminin,10 à 14 ans,84,2021-T4
Mai-Ndombe,2021,T1,Nombre de clients testés,Prisonniers,Masculin,25 à 49 ans,10,2021-T1
Mai-Ndombe,2021,T2,Nombre de clients testés,Prisonniers,Masculin,25 à 49 ans,10,2021-T2
Mai-Ndombe,2021,T2,Nombre de clients testés,PS,Féminin,20 à 24 ans,7,2021-T2
Mai-Ndombe,2021,T2,Nombre de clients testés,PS,Féminin,25 à 49 ans,29,2021-T2
Mai-Ndombe,2021,T1,Nombre de clients testés,PS,Féminin,25 à 49 ans,29,2021-T1
Mai-Ndombe,2021,T1,Nombre de clients testés,PS,Féminin,20 à 24 ans,7,2021-T1
Nord-Kivu,2021,T4,Nombre  de PVVIH sous TAR qui ont supprimée la charge virale,Population Générale,Féminin,25 à 49 ans,2699,2021-T4
Kinshasa,2021,T4,Nombre de clients testés,Elèves,Masculin,10 à 14 ans,51,2021-T4
Kinshasa,2021,T4,Nombre de clients testés,Elèves,Féminin,15 à 19 ans,88,2021-T4
Kinshasa,2021,T4,Nombre de clients testés,Elèves,Masculin,20 à 24 ans,131,2021-T4
Kinshasa,2021,T4,Nombre de clients testés,Elèves,Féminin,20 à 24 ans,111,2021-T4
Kinshasa,2021,T4,Nombre de clients testés,Elèves,Féminin,10 à 14 ans,46,2021-T4
Kinshasa,2021,T4,Nombre de clients testés,Elèves,Masculin,15 à 19 ans,108,2021-T4
Tshuapa,2021,T1,Nombre de clients testés,Population Générale,Masculin,25 à 49 ans,539,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Population Générale,Masculin,15 à 19 ans,697,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Population Générale,Masculin,20 à 24 ans,965,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Population Générale,Féminin,25 à 49 ans,372,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Population Générale,Féminin,15 à 19 ans,723,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Population Générale,Féminin,20 à 24 ans,1286,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Etudiants,Féminin,20 à 24 ans,468,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Etudiants,Masculin,20 à 24 ans,249,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Etudiants,Masculin,25 à 49 ans,287,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Etudiants,Masculin,15 à 19 ans,5,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Etudiants,Féminin,15 à 19 ans,17,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Etudiants,Féminin,25 à 49 ans,472,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,PVVIH,Masculin,25 à 49 ans,2,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,PVVIH,Masculin,20 à 24 ans,5,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,PVVIH,Masculin,15 à 19 ans,2,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,PVVIH,Féminin,25 à 49 ans,5,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,PVVIH,Féminin,20 à 24 ans,3,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,PVVIH,Féminin,15 à 19 ans,3,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Conducteurs Taxis Motos,Masculin,25 à 49 ans,234,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Conducteurs Taxis Motos,Masculin,15 à 19 ans,159,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Conducteurs Taxis Motos,Masculin,20 à 24 ans,247,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Femmes enceintes,Féminin,25 à 49 ans,184,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Femmes enceintes,Féminin,15 à 19 ans,79,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Femmes enceintes,Féminin,20 à 24 ans,163,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Personnels navigants,Masculin,25 à 49 ans,61,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Personnels navigants,Féminin,20 à 24 ans,245,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Personnels navigants,Féminin,15 à 19 ans,168,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Personnels navigants,Féminin,25 à 49 ans,254,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Personnels navigants,Masculin,15 à 19 ans,78,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Personnels navigants,Masculin,20 à 24 ans,119,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,PS,Masculin,20 à 24 ans,3,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,PS,Féminin,25 à 49 ans,5,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,PS,Masculin,25 à 49 ans,1,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,PS,Féminin,20 à 24 ans,7,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,PS,Féminin,15 à 19 ans,2,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Personnes en milieu du travail,Masculin,15 à 19 ans,214,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Personnes en milieu du travail,Féminin,25 à 49 ans,78,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Personnes en milieu du travail,Masculin,25 à 49 ans,196,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Personnes en milieu du travail,Féminin,15 à 19 ans,112,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Personnes en milieu du travail,Masculin,20 à 24 ans,354,2021-T1
Tshuapa,2021,T1,Nombre de clients testés,Personnes en milieu du travail,Féminin,20 à 24 ans,129,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,15 à 19 ans,42,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,25 à 49 ans,29,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,25 à 49 ans,64,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,15 à 19 ans,34,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Féminin,20 à 24 ans,92,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Population Générale,Masculin,20 à 24 ans,87,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Conducteurs Taxis Motos,Masculin,15 à 19 ans,9,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Conducteurs Taxis Motos,Masculin,20 à 24 ans,17,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Conducteurs Taxis Motos,Masculin,25 à 49 ans,4,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Personnes en milieu du travail,Féminin,20 à 24 ans,4,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Personnes en milieu du travail,Féminin,15 à 19 ans,6,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Personnes en milieu du travail,Masculin,15 à 19 ans,4,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Personnes en milieu du travail,Féminin,25 à 49 ans,5,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Personnes en milieu du travail,Masculin,20 à 24 ans,14,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Personnes en milieu du travail,Masculin,25 à 49 ans,22,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Etudiants,Masculin,15 à 19 ans,7,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Etudiants,Masculin,25 à 49 ans,10,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Etudiants,Féminin,25 à 49 ans,23,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Etudiants,Féminin,20 à 24 ans,17,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Etudiants,Masculin,20 à 24 ans,9,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Etudiants,Féminin,15 à 19 ans,8,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Femmes enceintes,Féminin,25 à 49 ans,15,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Femmes enceintes,Féminin,15 à 19 ans,9,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Femmes enceintes,Féminin,20 à 24 ans,18,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,PS,Féminin,20 à 24 ans,17,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,PS,Féminin,15 à 19 ans,5,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,PS,Féminin,25 à 49 ans,23,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Personnels navigants,Féminin,20 à 24 ans,14,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Personnels navigants,Masculin,25 à 49 ans,20,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Personnels navigants,Féminin,25 à 49 ans,24,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Personnels navigants,Masculin,20 à 24 ans,18,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Personnels navigants,Masculin,15 à 19 ans,12,2021-T1
Tshuapa,2021,T1,Nombre de clients diagnostiqués VIH+,Personnels navigants,Féminin,15 à 19 ans,16,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,15 à 19 ans,129,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,15 à 19 ans,87,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,25 à 49 ans,175,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,20 à 24 ans,169,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Masculin,25 à 49 ans,137,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Population Générale,Féminin,20 à 24 ans,134,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Personnes en milieu du travail,Féminin,25 à 49 ans,80,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Personnes en milieu du travail,Féminin,20 à 24 ans,75,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Personnes en milieu du travail,Féminin,15 à 19 ans,38,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Personnes en milieu du travail,Masculin,15 à 19 ans,21,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Personnes en milieu du travail,Masculin,25 à 49 ans,56,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Personnes en milieu du travail,Masculin,20 à 24 ans,54,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Conducteurs Taxis Motos,Masculin,20 à 24 ans,49,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Conducteurs Taxis Motos,Masculin,15 à 19 ans,32,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Conducteurs Taxis Motos,Masculin,25 à 49 ans,66,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Femmes enceintes,Féminin,25 à 49 ans,17,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Femmes enceintes,Féminin,20 à 24 ans,13,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Femmes enceintes,Féminin,15 à 19 ans,9,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Personnels navigants,Masculin,15 à 19 ans,6,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Personnels navigants,Féminin,25 à 49 ans,16,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Personnels navigants,Féminin,15 à 19 ans,3,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Personnels navigants,Masculin,20 à 24 ans,43,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Personnels navigants,Masculin,25 à 49 ans,37,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Personnels navigants,Féminin,20 à 24 ans,14,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Etudiants,Masculin,25 à 49 ans,17,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Etudiants,Masculin,15 à 19 ans,7,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Etudiants,Féminin,20 à 24 ans,84,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Etudiants,Masculin,20 à 24 ans,14,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Etudiants,Féminin,15 à 19 ans,47,2021-T1
Tshuapa,2021,T1,Nombre de PVVIH sous TAR,Etudiants,Féminin,25 à 49 ans,42,2021-T1
Tshuapa,2021,T2,Nombre de clients testés,Population Générale,Féminin,20 à 24 ans,913,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Population Générale,Masculin,25 à 49 ans,285,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Population Générale,Masculin,20 à 24 ans,857,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Population Générale,Féminin,15 à 19 ans,391,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Population Générale,Féminin,25 à 49 ans,431,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Population Générale,Masculin,15 à 19 ans,321,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Personnes en milieu du travail,Féminin,25 à 49 ans,45,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Personnes en milieu du travail,Masculin,20 à 24 ans,25,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Personnes en milieu du travail,Féminin,20 à 24 ans,27,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Personnes en milieu du travail,Masculin,15 à 19 ans,14,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Personnes en milieu du travail,Masculin,25 à 49 ans,24,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Personnes en milieu du travail,Féminin,15 à 19 ans,17,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Conducteurs Taxis Motos,Masculin,20 à 24 ans,209,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Conducteurs Taxis Motos,Féminin,15 à 19 ans,9,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Conducteurs Taxis Motos,Masculin,15 à 19 ans,61,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Conducteurs Taxis Motos,Masculin,25 à 49 ans,180,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Elèves,Masculin,20 à 24 ans,41,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Elèves,Féminin,15 à 19 ans,97,2021-T2
Tshuapa,2021,T2,Nombre de clients testés,Elèves,Masculin,15 à 19 ans,200,2021-T2
